SE ID,seqnames,start,end,width,strand,ID,target SYMBOL,target ENSEMBL,target evidence,target main evidence,SE rank,Signature ChIPseq Top10Percent,Signature ChIPseq MaxExposure
SE_437,chr12,49591120,49617039,25920,*,SE_437,RNU6-834P,ENSG00000199237,correlation,correlation,1149,,MNA-LR
SE_438,chr12,50053511,50078150,24640,*,SE_438,FMNL3,ENSG00000161791,HiChIP|correlation|nearest,HiChIP,1367,MES,MES
SE_439,chr12,50257853,50290124,32272,*,SE_439,ASIC1,ENSG00000110881,HiChIP|HiC|correlation,HiChIP,1727,MNA-HR,MNA-HR
SE_440,chr12,50368271,50384796,16526,*,SE_440,CERS5,ENSG00000139624,HiC|correlation,HiC,899,,MYCN
SE_441,chr12,51734951,51776527,41577,*,SE_441,RP11-923I11.4,ENSG00000260473,HiChIP|correlation,HiChIP,1083,,MNA-HR
SE_442,chr12,51793005,51812578,19574,*,SE_442,RP11-923I11.7,ENSG00000261308,HiC|correlation,HiC,1180,MNA-LR,MNA-LR
SE_443,chr12,51909595,51932960,23366,*,SE_443,SLC4A8,ENSG00000050438,correlation,correlation,658,,MNA-LR
SE_444,chr12,52307163,52329963,22801,*,SE_444,RP11-923I11.7,ENSG00000261308,correlation,correlation,1342,,MNA-HR
SE_445,chr12,52557684,52610055,52372,*,SE_445,C12orf44,ENSG00000123395,correlation,correlation,1840,MNA-HR,MNA-HR
SE_446,chr12,52783112,52819006,35895,*,SE_446,C12orf44,ENSG00000123395,correlation,correlation,747,,MNA-HR
SE_447,chr12,55451115,55459863,8749,*,SE_447,PHC1P1,ENSG00000179899,correlation,correlation,227,MNA-LR,MNA-LR
SE_448,chr12,57529524,57552980,23457,*,SE_448,DDIT3,ENSG00000175197,correlation,correlation,1044,MES,MES
SE_449,chr12,57652841,57687214,34374,*,SE_449,NXPH4,ENSG00000182379,correlation,correlation,601,,MNA-LR
SE_450,chr12,58275088,58284991,9904,*,SE_450,DDIT3,ENSG00000175197,correlation,correlation,247,MES,MES
SE_451,chr12,64465267,64489430,24164,*,SE_451,SRGAP1,ENSG00000196935,HiChIP|correlation|nearest,HiChIP,1135,,MYCN
SE_452,chr12,65061635,65086223,24589,*,SE_452,RASSF3,ENSG00000153179,correlation,correlation,314,,MES
SE_453,chr12,68739698,68773261,33564,*,SE_453,MDM1,ENSG00000111554,correlation,correlation,191,,MES
SE_454,chr12,69830646,69832330,1685,*,SE_454,RP11-611E13.2,ENSG00000257815,correlation,correlation,15,MYCN,MYCN
SE_455,chr12,71950811,71988309,37499,*,SE_455,LGR5,ENSG00000139292,correlation,correlation,192,,MYCN
SE_456,chr12,91935061,91977472,42412,*,SE_456,DCN,ENSG00000011465,nearest,nearest,1452,,MYCN
SE_457,chr12,94143590,94184073,40484,*,SE_457,SOCS2-AS1,ENSG00000246985,HiChIP|correlation,HiChIP,963,,MES
SE_458,chr12,105107468,105135663,28196,*,SE_458,CHST11,ENSG00000171310,correlation,correlation,1495,,MNA-HR
SE_459,chr12,106468863,106524923,56061,*,SE_459,NUAK1,ENSG00000074590,correlation,correlation,1436,,MES
SE_460,chr12,107876039,107913950,37912,*,SE_460,BTBD11,ENSG00000151136,correlation,correlation,646,,MNA-HR
SE_461,chr12,108696767,108707843,11077,*,SE_461,CMKLR1,ENSG00000174600,correlation,correlation,817,MES,MES
SE_462,chr12,109192287,109213827,21541,*,SE_462,SSH1,ENSG00000084112,nearest,nearest,162,,MES
SE_463,chr12,109214087,109244604,30518,*,SE_463,ACACB,ENSG00000076555,correlation,correlation,1449,MES,MES
SE_464,chr12,110027112,110146529,119418,*,SE_464,FAM222A-AS1,ENSG00000255650,HiC|correlation,HiC,1932,,MNA-HR
SE_465,chr12,111579886,111668080,88195,*,SE_465,CUX2,ENSG00000111249,correlation,correlation,1736,,MYCN
SE_466,chr12,111850681,111887514,36834,*,SE_466,SH2B3,ENSG00000111252,correlation,correlation,1371,MES,MES
SE_467,chr12,112177020,112196196,19177,*,SE_467,RP3-462E2.3,ENSG00000257877,HiC|correlation,HiC,953,MNA-LR,MNA-LR
SE_468,chr12,113236096,113287038,50943,*,SE_468,RPH3A,ENSG00000089169,correlation,correlation,1646,,MNA-LR
SE_469,chr12,115179943,115202787,22845,*,SE_469,TBX3,ENSG00000135111,HiChIP|correlation|nearest,HiChIP,432,,MYCN
SE_470,chr12,116804021,116829970,25950,*,SE_470,MED13L,ENSG00000123066,correlation,correlation,594,,MES
SE_471,chr12,117355820,117418260,62441,*,SE_471,FBXW8,ENSG00000174989,correlation,correlation,1680,,MYCN
SE_472,chr12,117497953,117530817,32865,*,SE_472,TESC,ENSG00000088992,correlation,correlation,1170,,MNA-LR
SE_473,chr12,119142620,119205288,62669,*,SE_473,SUDS3,ENSG00000111707,correlation,correlation,1612,,MNA-HR
SE_474,chr12,119488872,119540891,52020,*,SE_474,SRRM4,ENSG00000139767,correlation,correlation,1486,,MNA-LR
SE_475,chr12,119714253,119807805,93553,*,SE_475,SRRM4,ENSG00000139767,correlation,correlation,1418,,MNA-LR
SE_476,chr12,119878863,119941735,62873,*,SE_476,CCDC64,ENSG00000135127,correlation,correlation,239,,MNA-LR
SE_477,chr12,120532280,120546886,14607,*,SE_477,COX6A1,ENSG00000111775,correlation,correlation,919,MNA-HR,MNA-HR
SE_478,chr12,123327094,123347909,20816,*,SE_478,ARL6IP4,ENSG00000182196,correlation,correlation,675,MNA-HR,MNA-HR
SE_479,chr12,123496808,123555236,58429,*,SE_479,PITPNM2,ENSG00000090975,correlation,correlation,1684,MNA-HR,MNA-HR
SE_480,chr12,123568051,123628525,60475,*,SE_480,PITPNM2,ENSG00000090975,correlation,correlation,1590,,MNA-HR
SE_481,chr12,124839330,124867222,27893,*,SE_481,FAM101A,ENSG00000178882,correlation,correlation,1458,MNA-HR,MNA-HR
SE_482,chr12,124880995,124900770,19776,*,SE_482,ZNF664,ENSG00000179195,correlation,correlation,1466,MNA-HR,MNA-HR
SE_483,chr12,124965729,124996157,30429,*,SE_483,ZNF664,ENSG00000179195,correlation,correlation,1791,MNA-HR,MNA-HR
SE_484,chr12,125009295,125043850,34556,*,SE_484,DHX37,ENSG00000150990,correlation,correlation,1890,MNA-HR,MNA-HR
SE_485,chr12,125096111,125130885,34775,*,SE_485,NCOR2,ENSG00000196498,correlation,correlation,1195,,MNA-HR
SE_486,chr12,125153458,125190765,37308,*,SE_486,SCARB1,ENSG00000073060,correlation,correlation,1656,MNA-HR,MNA-HR
SE_487,chr12,125203685,125223882,20198,*,SE_487,SCARB1,ENSG00000073060,correlation,correlation,1192,MES,MES
SE_488,chr12,126962419,126987388,24970,*,SE_488,RP5-916L7.2,ENSG00000256276,correlation,correlation,877,,MYCN
SE_489,chr12,128104955,128133699,28745,*,SE_489,RP11-575F12.2,ENSG00000256001,correlation,correlation,297,,MNA-LR
SE_490,chr12,128257738,128315557,57820,*,SE_490,TMEM132C,ENSG00000181234,correlation,correlation,624,,MNA-LR
SE_491,chr12,128594312,128625216,30905,*,SE_491,TMEM132C,ENSG00000181234,correlation,correlation,416,,MNA-HR
SE_492,chr12,128719389,128745314,25926,*,SE_492,TMEM132C,ENSG00000181234,correlation,correlation,700,,MNA-LR
SE_493,chr12,128857778,128974919,117142,*,SE_493,TMEM132C,ENSG00000181234,correlation,correlation,1908,MNA-LR,MNA-LR
SE_494,chr12,128986637,129190176,203540,*,SE_494,TMEM132C,ENSG00000181234,correlation,correlation,1847,,MNA-LR
SE_495,chr12,130933140,131033128,99989,*,SE_495,RIMBP2,ENSG00000060709,correlation,correlation,1923,,MNA-HR
SE_496,chr12,131063473,131108702,45230,*,SE_496,RIMBP2,ENSG00000060709,correlation,correlation,1888,MYCN,MYCN
SE_497,chr12,131124445,131181522,57078,*,SE_497,RAN,ENSG00000132341,correlation,correlation,1803,,MYCN
SE_498,chr12,131436051,131474416,38366,*,SE_498,STX2,ENSG00000111450,correlation,correlation,837,,MNA-HR
SE_499,chr12,131488395,131537798,49404,*,SE_499,RAN,ENSG00000132341,correlation,correlation,1398,MNA-HR,MNA-HR
SE_500,chr12,131550823,131601534,50712,*,SE_500,MMP17,ENSG00000198598,HiC,HiC,1456,MNA-HR,MNA-HR
SE_501,chr12,131613192,131639916,26725,*,SE_501,STX2,ENSG00000111450,correlation,correlation,1088,,MNA-HR
SE_502,chr12,131678290,131708835,30546,*,SE_502,STX2,ENSG00000111450,correlation,correlation,1214,,MNA-HR
SE_503,chr12,131720406,131774576,54171,*,SE_503,STX2,ENSG00000111450,correlation,correlation,1303,,MNA-HR
SE_504,chr12,131835836,131907949,72114,*,SE_504,MMP17,ENSG00000198598,correlation,correlation,1469,,MNA-HR
SE_505,chr12,131923467,131968004,44538,*,SE_505,MMP17,ENSG00000198598,correlation,correlation,1016,,MNA-HR
SE_506,chr12,132017446,132125026,107581,*,SE_506,MMP17,ENSG00000198598,correlation,correlation,1857,,MNA-HR
SE_507,chr12,132646448,132663901,17454,*,SE_507,GALNT9,ENSG00000182870,correlation,correlation,220,,MES
SE_508,chr12,133077439,133130925,53487,*,SE_508,ZNF605,ENSG00000196458,correlation,correlation,571,,MNA-HR
SE_509,chr13,24596522,24638726,42205,*,SE_509,SPATA13,ENSG00000182957,correlation,correlation,97,,MES
SE_510,chr13,31384323,31474707,90385,*,SE_510,MEDAG,ENSG00000102802,correlation,correlation,1774,,MES
SE_511,chr13,31569785,31612687,42903,*,SE_511,USPL1,ENSG00000132952,correlation,correlation,1715,,MYCN
SE_512,chr13,31647350,31725341,77992,*,SE_512,HSPH1,ENSG00000120694,correlation,correlation,1631,,MNA-HR
SE_513,chr13,32427805,32489362,61558,*,SE_513,RP11-37E23.5,ENSG00000230633,correlation,correlation,1373,,MYCN
SE_514,chr13,33683730,33726935,43206,*,SE_514,STARD13,ENSG00000133121,correlation,correlation,348,,MES
SE_515,chr13,33742357,33772739,30383,*,SE_515,STARD13,ENSG00000133121,correlation,correlation,560,MES,MES
SE_516,chr13,33787870,33849343,61474,*,SE_516,STARD13,ENSG00000133121,correlation,correlation,593,,MES
SE_517,chr13,34285078,34319191,34114,*,SE_517,RFC3,ENSG00000133119,nearest,nearest,24,,MES
SE_518,chr13,34465360,34512147,46788,*,SE_518,RFC3,ENSG00000133119,correlation,correlation,1074,,MNA-LR
SE_519,chr13,34717530,34753589,36060,*,SE_519,RFC3,ENSG00000133119,nearest,nearest,825,,MNA-LR
SE_520,chr13,36064256,36136972,72717,*,SE_520,DCLK1,ENSG00000133083,correlation,correlation,1587,,MYCN
SE_521,chr13,36338333,36414133,75801,*,SE_521,MAB21L1,ENSG00000180660,correlation,correlation,1891,MYCN,MYCN
SE_522,chr13,36453968,36504478,50511,*,SE_522,DCLK1,ENSG00000133083,correlation,correlation,1542,,MNA-LR
SE_523,chr13,36550268,36570744,20477,*,SE_523,SPG20,ENSG00000133104,correlation,correlation,845,,MYCN
SE_524,chr13,36589412,36623074,33663,*,SE_524,SPG20,ENSG00000133104,correlation,correlation,208,,MES
SE_525,chr13,36628015,36677009,48995,*,SE_525,SPG20,ENSG00000133104,correlation,correlation,986,,MYCN
SE_526,chr13,40340998,40358598,17601,*,SE_526,COG6,ENSG00000133103,nearest,nearest,21,,MES
SE_527,chr13,40762452,40811172,48721,*,SE_527,FOXO1,ENSG00000150907,correlation,correlation,528,,MES
SE_528,chr13,44214590,44305292,90703,*,SE_528,ENOX1,ENSG00000120658,correlation,correlation,1325,,MNA-LR
SE_529,chr13,44808654,44851065,42412,*,SE_529,TSC22D1,ENSG00000102804,correlation,correlation,1406,,MES
SE_530,chr13,46341285,46413544,72260,*,SE_530,SIAH3,ENSG00000215475,HiChIP|correlation|nearest,HiChIP,1150,,MYCN
SE_531,chr13,49214609,49242705,28097,*,SE_531,FNDC3A,ENSG00000102531,correlation,correlation,561,,MNA-LR
SE_532,chr13,51252339,51287287,34949,*,SE_532,RNASEH2B,ENSG00000136104,correlation,correlation,1045,,MES
SE_533,chr13,52342366,52372109,29744,*,SE_533,RPS4XP16,ENSG00000224892,correlation,correlation,1623,MNA-LR,MNA-LR
SE_534,chr13,80211399,80256609,45211,*,SE_534,SPRY2,ENSG00000136158,HiChIP,HiChIP,1106,,MNA-LR
SE_535,chr13,91739689,91836392,96704,*,SE_535,GPC6,ENSG00000183098,HiC,HiC,1471,,MNA-LR
SE_536,chr13,97183741,97206562,22822,*,SE_536,HS6ST3,ENSG00000185352,correlation,correlation,517,,MNA-LR
SE_537,chr13,97331180,97363316,32137,*,SE_537,HS6ST3,ENSG00000185352,correlation,correlation,39,,MNA-LR
SE_538,chr13,97900697,98012162,111466,*,SE_538,MBNL2,ENSG00000139793,correlation,correlation,1832,,MES
SE_539,chr13,99127765,99162569,34805,*,SE_539,STK24,ENSG00000102572,correlation,correlation,748,,MES
SE_540,chr13,99948898,99985272,36375,*,SE_540,GPR18,ENSG00000125245,correlation,correlation,335,MES,MES
SE_541,chr13,100004948,100036560,31613,*,SE_541,GPR18,ENSG00000125245,correlation,correlation,394,,MES
SE_542,chr13,107639197,107662393,23197,*,SE_542,ARGLU1,ENSG00000134884,correlation,correlation,48,,MNA-LR
SE_543,chr13,107732621,107778698,46078,*,SE_543,FAM155A,ENSG00000204442,correlation,correlation,38,,MNA-LR
SE_544,chr13,109994364,110023422,29059,*,SE_544,IRS2,ENSG00000185950,correlation,correlation,941,,MYCN
SE_545,chr13,110299117,110322754,23638,*,SE_545,IRS2,ENSG00000185950,correlation,correlation,1005,MYCN,MYCN
SE_546,chr13,110966835,111098616,131782,*,SE_546,COL4A2-AS1,ENSG00000232814,correlation,correlation,1459,,MES
SE_547,chr13,111170669,111205374,34706,*,SE_547,RAB20,ENSG00000139832,correlation,correlation,137,,MES
SE_548,chr13,112223563,112237493,13931,*,SE_548,ARHGEF7,ENSG00000102606,correlation,correlation,70,MNA-LR,MNA-LR
SE_549,chr13,113364699,113412284,47586,*,SE_549,PCID2,ENSG00000126226,correlation,correlation,1333,,MYCN
SE_550,chr13,114862133,114890724,28592,*,SE_550,RASA3-IT1,ENSG00000232487,correlation,correlation,952,MYCN,MYCN
SE_551,chr14,23018677,23039172,20496,*,SE_551,TRDJ2,ENSG00000211827,correlation,correlation,280,MES,MES
SE_552,chr14,23989420,24010017,20598,*,SE_552,NGDN,ENSG00000129460,correlation,correlation,553,,MNA-HR
SE_553,chr14,34366643,34402742,36100,*,SE_553,EGLN3,ENSG00000129521,correlation,correlation,786,,MYCN
SE_554,chr14,35801107,35856757,55651,*,SE_554,BAZ1A,ENSG00000198604,correlation,correlation,1224,,MES
SE_555,chr14,36013191,36028378,15188,*,SE_555,KRT18P6,ENSG00000258783,correlation,correlation,447,MNA-LR,MNA-LR
SE_556,chr14,50433115,50462431,29317,*,SE_556,RPL36AL,ENSG00000165502,correlation,correlation,244,MES,MES
SE_557,chr14,50510536,50532658,22123,*,SE_557,RPL36AL,ENSG00000165502,correlation,correlation,789,MES,MES
SE_558,chr14,55139969,55158862,18894,*,SE_558,SAMD4A,ENSG00000020577,HiC|correlation|nearest,HiC,122,MES,MES
SE_559,chr14,55254235,55337056,82822,*,SE_559,CDKN3,ENSG00000100526,HiC,HiC,1724,,MNA-LR
SE_560,chr14,55563730,55589909,26180,*,SE_560,CHMP4BP1,ENSG00000258469,correlation,correlation,347,MES,MES
SE_561,chr14,60812888,60826002,13115,*,SE_561,C14orf39,ENSG00000179008,correlation,correlation,225,,MYCN
SE_562,chr14,62042104,62088351,46248,*,SE_562,HIF1A,ENSG00000100644,HiChIP|correlation,HiChIP,826,,MES
SE_563,chr14,68697149,68760128,62980,*,SE_563,ZFP36L1,ENSG00000185650,correlation,correlation,948,,MES
SE_564,chr14,68825611,68871786,46176,*,SE_564,ZFP36L1,ENSG00000185650,correlation,correlation,1206,MES,MES
SE_565,chr14,68972649,69046856,74208,*,SE_565,ZFP36L1,ENSG00000185650,nearest,nearest,1481,,MES
SE_566,chr14,69059809,69151497,91689,*,SE_566,ZFP36L1,ENSG00000185650,nearest,nearest,1719,,MES
SE_567,chr14,69361301,69437495,76195,*,SE_567,ACTN1,ENSG00000072110,HiChIP|correlation|nearest,HiChIP,1878,,MES
SE_568,chr14,69501631,69563852,62222,*,SE_568,ACTN1,ENSG00000072110,correlation,correlation,1551,,MES
SE_569,chr14,69736645,69790811,54167,*,SE_569,GALNT16,ENSG00000100626,correlation,correlation,1411,,MNA-LR
SE_570,chr14,69957350,69973249,15900,*,SE_570,PLEKHD1,ENSG00000175985,correlation,correlation,174,MNA-LR,MNA-LR
SE_571,chr14,70085543,70113263,27721,*,SE_571,KIAA0247,ENSG00000100647,correlation,correlation,452,MES,MES
SE_572,chr14,70127740,70186095,58356,*,SE_572,KIAA0247,ENSG00000100647,correlation,correlation,1499,,MES
SE_573,chr14,73193723,73222502,28780,*,SE_573,DPF3,ENSG00000205683,HiC|correlation|nearest,HiC,743,,MNA-HR
SE_574,chr14,75025104,75066796,41693,*,SE_574,SYNDIG1L,ENSG00000183379,correlation,correlation,874,,MES
SE_575,chr14,75431097,75452030,20934,*,SE_575,PGF,ENSG00000119630,correlation,correlation,865,MNA-HR,MNA-HR
SE_576,chr14,75688622,75716217,27596,*,SE_576,FOS,ENSG00000170345,correlation,correlation,536,,MES
SE_577,chr14,77370308,77408704,38397,*,SE_577,IRF2BPL,ENSG00000119669,HiChIP|correlation,HiChIP,1925,MNA-HR,MNA-HR
SE_578,chr14,77437849,77484095,46247,*,SE_578,GSTZ1,ENSG00000100577,correlation,correlation,1557,,MNA-HR
SE_579,chr14,77511846,77537045,25200,*,SE_579,AHSA1,ENSG00000100591,correlation,correlation,1294,,MNA-HR
SE_580,chr14,78326661,78424444,97784,*,SE_580,ADCK1,ENSG00000063761,correlation,correlation,1859,,MNA-HR
SE_581,chr14,86066713,86094120,27408,*,SE_581,FLRT2,ENSG00000185070,correlation,correlation,248,,MNA-LR
SE_582,chr14,88697614,88744719,47106,*,SE_582,KCNK10,ENSG00000100433,correlation,correlation,1268,,MNA-LR
SE_583,chr14,89317178,89442519,125342,*,SE_583,EML5,ENSG00000165521,correlation,correlation,1922,,MNA-LR
SE_584,chr14,89457194,89486304,29111,*,SE_584,EML5,ENSG00000165521,correlation,correlation,1536,MYCN,MYCN
SE_585,chr14,89643991,89783932,139942,*,SE_585,EML5,ENSG00000165521,correlation,correlation,1926,,MNA-LR
SE_586,chr14,90872225,90926846,54622,*,SE_586,TDP1,ENSG00000042088,correlation,correlation,1871,MYCN,MYCN
SE_587,chr14,90999495,91016155,16661,*,SE_587,PSMC1,ENSG00000100764,correlation,correlation,892,MNA-HR,MNA-HR
SE_588,chr14,91046298,91096761,50464,*,SE_588,NRDE2,ENSG00000119720,correlation,correlation,1408,,MYCN
SE_589,chr14,91181383,91217807,36425,*,SE_589,TTC7B,ENSG00000165914,correlation,correlation,911,,MYCN
SE_590,chr14,93332893,93383698,50806,*,SE_590,CHGA,ENSG00000100604,correlation,correlation,1507,,MYCN
SE_591,chr14,93398580,93531356,132777,*,SE_591,ITPK1,ENSG00000100605,HiChIP|correlation|nearest,HiChIP,1945,,MNA-HR
SE_592,chr14,93548532,93574403,25872,*,SE_592,ITPK1,ENSG00000100605,correlation,correlation,1027,,MES
SE_593,chr14,94179972,94231947,51976,*,SE_593,OTUB2,ENSG00000089723,correlation,correlation,1524,,MNA-HR
SE_594,chr14,95664872,95749087,84216,*,SE_594,CLMN,ENSG00000165959,correlation,correlation,1329,,MNA-HR
SE_595,chr14,95837589,95976034,138446,*,SE_595,GLRX5,ENSG00000182512,HiChIP|HiC|correlation,HiChIP,1914,,MNA-HR
SE_596,chr14,96516426,96589197,72772,*,SE_596,C14orf132,ENSG00000227051,correlation,correlation,1909,MNA-LR,MNA-LR
SE_597,chr14,96732723,96753024,20302,*,SE_597,RP11-404P21.9,ENSG00000258788,correlation,correlation,393,,MES
SE_598,chr14,98611739,98656248,44510,*,SE_598,RPL3P4,ENSG00000232573,nearest,nearest,206,,MNA-LR
SE_599,chr14,99984485,100026165,41681,*,SE_599,CCDC85C,ENSG00000205476,correlation,correlation,1581,,MNA-HR
SE_600,chr14,100044803,100061016,16214,*,SE_600,CCDC85C,ENSG00000205476,correlation,correlation,1031,MNA-HR,MNA-HR
SE_601,chr14,100525525,100549633,24109,*,SE_601,WARS,ENSG00000140105,correlation,correlation,598,,MES
SE_602,chr14,100849760,100952389,102630,*,SE_602,AL117190.1,ENSG00000221077,HiChIP|HiC|correlation,HiChIP,1935,MYCN,MYCN
SE_603,chr14,101145791,101187612,41822,*,SE_603,RP11-566J3.4,ENSG00000273087,correlation,correlation,1500,MYCN,MYCN
SE_604,chr14,101202881,101284868,81988,*,SE_604,DLK1,ENSG00000185559,correlation,correlation,1665,,MYCN
SE_605,chr14,101303233,101312293,9061,*,SE_605,DLK1,ENSG00000185559,correlation,correlation,604,MYCN,MYCN
SE_606,chr14,101569759,101616832,47074,*,SE_606,AL132709.1,ENSG00000230805,correlation,correlation,1520,,MNA-HR
SE_607,chr14,101640096,101661056,20961,*,SE_607,AL132709.1,ENSG00000230805,correlation,correlation,688,,MNA-HR
SE_608,chr14,102089609,102102316,12708,*,SE_608,RP11-1017G21.6,ENSG00000272444,correlation,correlation,795,MNA-HR,MNA-HR
SE_609,chr14,102284300,102362005,77706,*,SE_609,PPP2R5C,ENSG00000078304,correlation,correlation,1833,,MYCN
SE_610,chr14,102455038,102495731,40694,*,SE_610,WDR20,ENSG00000140153,correlation,correlation,182,,MYCN
SE_611,chr14,104347281,104376770,29490,*,SE_611,APOPT1,ENSG00000256053,correlation,correlation,788,,MNA-HR
SE_612,chr14,104621089,104684645,63557,*,SE_612,C14orf144,ENSG00000228032,correlation,correlation,1912,MNA-HR,MNA-HR
SE_613,chr14,104706194,104803171,96978,*,SE_613,C14orf144,ENSG00000228032,correlation,correlation,1953,MYCN,MYCN
SE_614,chr14,104816261,104870347,54087,*,SE_614,KIF26A,ENSG00000066735,correlation,correlation,1867,MYCN,MYCN
SE_615,chr14,104887330,104910574,23245,*,SE_615,C14orf144,ENSG00000228032,correlation,correlation,1608,MNA-HR,MNA-HR
SE_616,chr14,104970015,104983081,13067,*,SE_616,C14orf144,ENSG00000228032,correlation,correlation,924,MYCN,MYCN
SE_617,chr14,105011392,105057843,46452,*,SE_617,RP11-260M19.2,ENSG00000258913,HiChIP|correlation,HiChIP,1775,MNA-HR,MNA-HR
SE_618,chr14,105723642,105760691,37050,*,SE_618,CDCA4,ENSG00000170779,correlation,correlation,850,,MNA-HR
SE_619,chr14,105789628,105816618,26991,*,SE_619,CDCA4,ENSG00000170779,correlation,correlation,408,,MNA-HR
SE_620,chr15,29139816,29159422,19607,*,SE_620,APBA2,ENSG00000034053,correlation,correlation,521,,MNA-LR
SE_621,chr15,31588834,31604837,16004,*,SE_621,OTUD7A,ENSG00000169918,correlation,correlation,1286,MNA-HR,MNA-HR
SE_622,chr15,31629194,31667666,38473,*,SE_622,MTMR10,ENSG00000166912,correlation,correlation,1845,MES,MES
SE_623,chr15,32389311,32427409,38099,*,SE_623,CHRNA7,ENSG00000175344,HiChIP|correlation|nearest,HiChIP,1667,MNA-LR,MNA-LR
SE_624,chr15,32951439,32980739,29301,*,SE_624,AC123768.4,ENSG00000262728,correlation,correlation,580,,MNA-LR
SE_625,chr15,33453241,33475407,22167,*,SE_625,RYR3,ENSG00000198838,correlation,correlation,855,,MYCN
SE_626,chr15,33493291,33536279,42989,*,SE_626,RYR3,ENSG00000198838,correlation,correlation,958,,MYCN
SE_627,chr15,37497823,37526463,28641,*,SE_627,C15orf41,ENSG00000186073,correlation,correlation,1555,MYCN,MYCN
SE_628,chr15,39725335,39767268,41934,*,SE_628,EIF2AK4,ENSG00000128829,correlation,correlation,156,,MES
SE_629,chr15,40383252,40395044,11793,*,SE_629,C15orf52,ENSG00000188549,correlation,correlation,973,MES,MES
SE_630,chr15,44169081,44226544,57464,*,SE_630,MAP1A,ENSG00000166963,correlation,correlation,891,,MNA-LR
SE_631,chr15,46559312,46608464,49153,*,SE_631,SQRDL,ENSG00000137767,nearest,nearest,1473,,MYCN
SE_632,chr15,47640171,47658752,18582,*,SE_632,SEMA6D,ENSG00000137872,correlation,correlation,479,,MYCN
SE_633,chr15,55547685,55575567,27883,*,SE_633,PIGB,ENSG00000069943,correlation,correlation,296,,MES
SE_634,chr15,57604558,57630385,25828,*,SE_634,LINC00926,ENSG00000247982,nearest,nearest,540,,MES
SE_635,chr15,59578809,59606511,27703,*,SE_635,MYO1E,ENSG00000157483,nearest,nearest,14,,MES
SE_636,chr15,60651021,60682101,31081,*,SE_636,ANXA2,ENSG00000182718,correlation,correlation,495,,MES
SE_637,chr15,61477326,61509298,31973,*,SE_637,RORA,ENSG00000069667,correlation,correlation,977,,MNA-LR
SE_638,chr15,62368114,62428138,60025,*,SE_638,C2CD4A,ENSG00000198535,correlation,correlation,1372,MNA-LR,MNA-LR
SE_639,chr15,62736095,62762732,26638,*,SE_639,TLN2,ENSG00000171914,correlation,correlation,489,,MES
SE_640,chr15,62864945,62934786,69842,*,SE_640,TLN2,ENSG00000171914,correlation,correlation,1296,MNA-LR,MNA-LR
SE_641,chr15,63026444,63108761,82318,*,SE_641,TLN2,ENSG00000171914,correlation,correlation,1541,,MNA-LR
SE_642,chr15,63213076,63234483,21408,*,SE_642,APH1B,ENSG00000138613,correlation,correlation,639,,MES
SE_643,chr15,65143305,65181110,37806,*,SE_643,PLEKHO2,ENSG00000241839,correlation,correlation,1297,MES,MES
SE_644,chr15,65614244,65637302,23059,*,SE_644,IGDCC3,ENSG00000174498,HiC|correlation|nearest,HiC,463,,MNA-HR
SE_645,chr15,67366324,67445034,78711,*,SE_645,SMAD3,ENSG00000166949,correlation,correlation,1379,MES,MES
SE_646,chr15,68877683,68951287,73605,*,SE_646,CORO2B,ENSG00000103647,correlation,correlation,1733,,MES
SE_647,chr15,68966438,69002697,36260,*,SE_647,CLN6,ENSG00000128973,correlation,correlation,1283,,MYCN
SE_648,chr15,70174626,70198097,23472,*,SE_648,KIF23,ENSG00000137807,correlation,correlation,482,,MNA-LR
SE_649,chr15,70434253,70465771,31519,*,SE_649,TLE3,ENSG00000140332,correlation,correlation,1260,,MNA-HR
SE_650,chr15,70535219,70594099,58881,*,SE_650,TLE3,ENSG00000140332,correlation,correlation,1723,,MNA-HR
SE_651,chr15,70648455,70691304,42850,*,SE_651,TLE3,ENSG00000140332,correlation,correlation,1318,,MYCN
SE_652,chr15,70728491,70821817,93327,*,SE_652,TLE3,ENSG00000140332,correlation,correlation,1819,,MES
SE_653,chr15,74228545,74258587,30043,*,SE_653,SEMA7A,ENSG00000138623,correlation,correlation,1175,,MES
SE_654,chr15,74447936,74487472,39537,*,SE_654,ISLR2,ENSG00000167178,correlation,correlation,1033,,MYCN
SE_655,chr15,74506012,74521152,15141,*,SE_655,ISLR2,ENSG00000167178,correlation,correlation,997,MYCN,MYCN
SE_656,chr15,74543711,74614377,70667,*,SE_656,RP11-247C2.2,ENSG00000248540,HiChIP|HiC|correlation,HiChIP,1605,MYCN,MYCN
SE_657,chr15,74675910,74695020,19111,*,SE_657,SEMA7A,ENSG00000138623,HiC|correlation|nearest,HiC,612,,MNA-HR
SE_658,chr15,74705827,74719459,13633,*,SE_658,SEMA7A,ENSG00000138623,correlation,correlation,599,MNA-LR,MNA-LR
SE_659,chr15,74856591,74882249,25659,*,SE_659,CLK3,ENSG00000179335,HiChIP|correlation,HiChIP,960,,MNA-LR
SE_660,chr15,75951919,75966092,14174,*,SE_660,PPCDC,ENSG00000138621,HiC,HiC,267,,MES
SE_661,chr15,78009045,78045977,36933,*,SE_661,LINGO1,ENSG00000169783,correlation,correlation,1104,,MNA-HR
